polling_firm	variable	value	date	wikidata_id
EMG	FI	13.4	2018-05-24	Q215350-Q14924303
Index	FI	13.2	2018-05-23	Q215350-Q14924303
Demopolis	FI	11	2018-05-23	Q215350-Q14924303
Noto	FI	12	2018-05-22	Q215350-Q14924303
SWG	FI	9.7	2018-05-20	Q215350-Q14924303
Demos	FI	13.2	2018-05-18	Q215350-Q14924303
Tecnè	FI	12.8	2018-05-18	Q215350-Q14924303
Piepoli	FI	14	2018-05-17	Q215350-Q14924303
Ipsos	FI	12	2018-05-17	Q215350-Q14924303
EMG	FI	12.9	2018-05-17	Q215350-Q14924303
Index	FI	13.5	2018-05-16	Q215350-Q14924303
Euromedia	FI	13.8	2018-05-16	Q215350-Q14924303
Noto	FI	13	2018-05-15	Q215350-Q14924303
SWG	FI	9.8	2018-05-13	Q215350-Q14924303
Ixè	FI	12.2	2018-05-11	Q215350-Q14924303
Piepoli	FI	13.5	2018-05-10	Q215350-Q14924303
Demopolis	FI	10	2018-05-10	Q215350-Q14924303
Euromedia	FI	12.8	2018-05-10	Q215350-Q14924303
EMG	FI	12.2	2018-05-10	Q215350-Q14924303
Tecnè	FI	12.9	2018-05-08	Q215350-Q14924303
Piepoli	FI	13	2018-05-07	Q215350-Q14924303
Tecnè	FI	13	2018-05-06	Q215350-Q14924303
SWG	FI	9.4	2018-05-06	Q215350-Q14924303
Noto	FI	12	2018-05-04	Q215350-Q14924303
EMG	FI	11.8	2018-05-03	Q215350-Q14924303
Ipsos	FI	13.1	2018-05-03	Q215350-Q14924303
Piepoli	FI	13	2018-05-02	Q215350-Q14924303
Index	FI	12.2	2018-05-02	Q215350-Q14924303
Tecnè	FI	12.6	2018-04-30	Q215350-Q14924303
Piepoli	FI	13	2018-04-30	Q215350-Q14924303
Euromedia	FI	12.4	2018-04-30	Q215350-Q14924303
Bidimedia	FI	11.6	2018-04-30	Q215350-Q14924303
Demos	FI	12.6	2018-04-27	Q215350-Q14924303
EMG	FI	12.5	2018-04-26	Q215350-Q14924303
SWG	FI	9.9	2018-04-25	Q215350-Q14924303
Piepoli	FI	14	2018-04-23	Q215350-Q14924303
Tecnè	FI	12.6	2018-04-20	Q215350-Q14924303
Ipsos	FI	12.9	2018-04-19	Q215350-Q14924303
Index	FI	12	2018-04-18	Q215350-Q14924303
SWG	FI	10.4	2018-04-18	Q215350-Q14924303
Noto	FI	11.5	2018-04-17	Q215350-Q14924303
Piepoli	FI	13.5	2018-04-16	Q215350-Q14924303
Euromedia	FI	12.5	2018-04-13	Q215350-Q14924303
Index	FI	11.8	2018-04-11	Q215350-Q14924303
Ixè	FI	12.2	2018-04-11	Q215350-Q14924303
SWG	FI	10.1	2018-04-11	Q215350-Q14924303
Euromedia	FI	12.5	2018-04-09	Q215350-Q14924303
Piepoli	FI	14	2018-04-09	Q215350-Q14924303
Index	FI	11.6	2018-04-05	Q215350-Q14924303
SWG	FI	9.9	2018-04-04	Q215350-Q14924303
Tecnè	FI	13.2	2018-04-03	Q215350-Q14924303
Demopolis	FI	12.5	2018-04-03	Q215350-Q14924303
Euromedia	FI	12.5	2018-03-28	Q215350-Q14924303
Piepoli	FI	13.5	2018-03-28	Q215350-Q14924303
Index	FI	11.2	2018-03-28	Q215350-Q14924303
Ipsos	FI	13.1	2018-03-28	Q215350-Q14924303
SWG	FI	12.1	2018-03-28	Q215350-Q14924303
Bidimedia	FI	12.9	2018-03-25	Q215350-Q14924303
Index	FI	10.9	2018-03-21	Q215350-Q14924303
SWG	FI	10.1	2018-03-21	Q215350-Q14924303
Tecnè	FI	13.6	2018-03-20	Q215350-Q14924303
Piepoli	FI	13.5	2018-03-19	Q215350-Q14924303
Euromedia	FI	13.4	2018-03-19	Q215350-Q14924303
Demos	FI	12.8	2018-03-15	Q215350-Q14924303
SWG	FI	10.5	2018-03-14	Q215350-Q14924303
Piepoli	FI	14	2018-03-12	Q215350-Q14924303
Termometro Politico	FI	15.9	2018-02-16	Q215350-Q14924303
Demopolis	FI	16.5	2018-02-15	Q215350-Q14924303
Euromedia	FI	17.3	2018-02-14	Q215350-Q14924303
Piepoli	FI	16	2018-02-14	Q215350-Q14924303
Demos	FI	16.3	2018-02-14	Q215350-Q14924303
Ixè	FI	18	2018-02-14	Q215350-Q14924303
Index	FI	16.4	2018-02-14	Q215350-Q14924303
SWG	FI	15.2	2018-02-14	Q215350-Q14924303
Demetra	FI	15	2018-02-14	Q215350-Q14924303
IPR	FI	16.5	2018-02-13	Q215350-Q14924303
Piepoli	FI	16	2018-02-13	Q215350-Q14924303
Tecnè	FI	18.3	2018-02-13	Q215350-Q14924303
Euromedia	FI	17.5	2018-02-12	Q215350-Q14924303
Bidimedia	FI	16.3	2018-02-12	Q215350-Q14924303
EMG	FI	16.1	2018-02-11	Q215350-Q14924303
Lorien	FI	17.9	2018-02-11	Q215350-Q14924303
SWG	FI	15.7	2018-02-08	Q215350-Q14924303
Index	FI	15.7	2018-02-08	Q215350-Q14924303
Demopolis	FI	16.3	2018-02-08	Q215350-Q14924303
Termometro Politico	FI	15.3	2018-02-08	Q215350-Q14924303
Tecnè	FI	18.3	2018-02-07	Q215350-Q14924303
Ixè	FI	17.3	2018-02-07	Q215350-Q14924303
Piepoli	FI	16	2018-02-05	Q215350-Q14924303
EMG	FI	15.8	2018-02-04	Q215350-Q14924303
Bidimedia	FI	16.2	2018-02-02	Q215350-Q14924303
Termometro Politico	FI	15.5	2018-02-02	Q215350-Q14924303
Euromedia	FI	17.8	2018-02-01	Q215350-Q14924303
Index	FI	15.8	2018-02-01	Q215350-Q14924303
Piepoli	FI	15	2018-02-01	Q215350-Q14924303
EMG	FI	16	2018-02-01	Q215350-Q14924303
Ixè	FI	17	2018-02-01	Q215350-Q14924303
SWG	FI	15.9	2018-01-31	Q215350-Q14924303
Tecnè	FI	18.3	2018-01-29	Q215350-Q14924303
Demopolis	FI	16	2018-01-29	Q215350-Q14924303
EMG	FI	15.9	2018-01-28	Q215350-Q14924303
Euromedia	FI	18.4	2018-01-25	Q215350-Q14924303
Index	FI	15.8	2018-01-25	Q215350-Q14924303
Piepoli	FI	15	2018-01-25	Q215350-Q14924303
Ixè	FI	16.7	2018-01-25	Q215350-Q14924303
Ipsos	FI	16.9	2018-01-24	Q215350-Q14924303
SWG	FI	16	2018-01-24	Q215350-Q14924303
Tecnè	FI	18.3	2018-01-23	Q215350-Q14924303
Lorien	FI	15.9	2018-01-22	Q215350-Q14924303
IPR	FI	16	2018-01-22	Q215350-Q14924303
Tecnè	FI	18.2	2018-01-22	Q215350-Q14924303
EMG	FI	16	2018-01-21	Q215350-Q14924303
Ixè	FI	17.4	2018-01-19	Q215350-Q14924303
Index	FI	15.6	2018-01-17	Q215350-Q14924303
SWG	FI	16	2018-01-17	Q215350-Q14924303
Piepoli	FI	15	2018-01-15	Q215350-Q14924303
Euromedia	FI	18	2018-01-15	Q215350-Q14924303
EMG	FI	15.7	2018-01-14	Q215350-Q14924303
Demopolis	FI	15.6	2018-01-11	Q215350-Q14924303
Ipsos	FI	16.5	2018-01-11	Q215350-Q14924303
EMG	FI	15.3	2018-01-11	Q215350-Q14924303
Ixè	FI	17.2	2018-01-10	Q215350-Q14924303
Index	FI	15	2018-01-10	Q215350-Q14924303
SWG	FI	16.7	2018-01-10	Q215350-Q14924303
IPR	FI	16	2018-01-09	Q215350-Q14924303
Bidimedia	FI	16.1	2018-01-09	Q215350-Q14924303
Tecnè	FI	18	2018-01-08	Q215350-Q14924303
Demopolis	FI	15.3	2018-01-08	Q215350-Q14924303
EMG	FI	14.8	2018-01-07	Q215350-Q14924303
Gpf	FdI	4.4	2018-12-30	Q1757843
Ipsos	FdI	3.5	2018-12-21	Q1757843
Ixè	FdI	4.7	2018-12-21	Q1757843
Bidimedia	FdI	3.3	2018-12-21	Q1757843
Lorien	FdI	3.4	2018-12-20	Q1757843
Cise	FdI	3.8	2018-12-19	Q1757843
EMG	FdI	4.1	2018-12-18	Q1757843
Tecnè	FdI	4.2	2018-12-17	Q1757843
SWG	FdI	4	2018-12-17	Q1757843
Quorum – YouTrend	FdI	4.9	2018-12-14	Q1757843
Demos & Pi	FdI	3.6	2018-12-14	Q1757843
Demopolis	FdI	3.2	2018-12-13	Q1757843
Index	FdI	4	2018-12-12	Q1757843
Gpf	FdI	4.9	2018-12-12	Q1757843
EMG	FdI	4	2018-12-11	Q1757843
Piepoli	FdI	4	2018-12-10	Q1757843
Euromedia	FdI	4.2	2018-12-10	Q1757843
Tecnè	FdI	4	2018-12-10	Q1757843
SWG	FdI	3.7	2018-12-10	Q1757843
Index	FdI	4	2018-12-06	Q1757843
EMG	FdI	4	2018-12-04	Q1757843
SWG	FdI	3.3	2018-12-03	Q1757843
Tecnè	FdI	4.3	2018-12-02	Q1757843
Demopolis	FdI	3.4	2018-11-29	Q1757843
Index	FdI	4	2018-11-28	Q1757843
EMG	FdI	4	2018-11-27	Q1757843
Noto	FdI	4	2018-11-27	Q1757843
Tecnè	FdI	3.9	2018-11-26	Q1757843
SWG	FdI	3.5	2018-11-26	Q1757843
Scenari Politici – Winpoll	FdI	3.7	2018-11-24	Q1757843
Lorien	FdI	3.6	2018-11-23	Q1757843
Tecnè	FdI	4	2018-11-23	Q1757843
Ipsos	FdI	2.6	2018-11-22	Q1757843
Bidimedia	FdI	3.5	2018-11-22	Q1757843
Index	FdI	3.8	2018-11-21	Q1757843
EMG	FdI	3.9	2018-11-20	Q1757843
Noto	FdI	3.5	2018-11-20	Q1757843
SWG	FdI	3.5	2018-11-19	Q1757843
Index	FdI	3.7	2018-11-14	Q1757843
EMG	FdI	3.9	2018-11-13	Q1757843
Index	FdI	3.7	2018-11-14	Q1757843
Noto	FdI	3	2018-11-13	Q1757843
Piepoli	FdI	4	2018-11-12	Q1757843
Euromedia	FdI	4.2	2018-11-12	Q1757843
Tecnè	FdI	4.2	2018-11-12	Q1757843
Scenari Politici – Winpoll	FdI	3.8	2018-11-12	Q1757843
SWG	FdI	3.7	2018-11-12	Q1757843
Ixè	FdI	4.2	2018-11-09	Q1757843
Index	FdI	3.6	2018-11-08	Q1757843
Noto	FdI	3.5	2018-11-06	Q1757843
Demopolis	FdI	3.4	2018-11-05	Q1757843
SWG	FdI	3.9	2018-11-05	Q1757843
Tecnè	FdI	4.1	2018-11-02	Q1757843
Index	FdI	3.6	2018-10-31	Q1757843
Ipsos	FdI	2.7	2018-10-31	Q1757843
Demos	FdI	3.1	2018-10-31	Q1757843
Gpf	FdI	4.5	2018-10-29	Q1757843
SWG	FdI	3.5	2018-10-29	Q1757843
Scenari Politici – Winpoll	FdI	3.6	2018-10-27	Q1757843
Ixè	FdI	3.3	2018-10-26	Q1757843
Bidimedia	FdI	3.4	2018-10-26	Q1757843
Index	FdI	3.6	2018-10-25	Q1757843
Noto	FdI	4	2018-10-23	Q1757843
SWG	FdI	3.7	2018-10-22	Q1757843
Tecnè	FdI	3.9	2018-10-21	Q1757843
EMG	FdI	4	2018-10-21	Q1757843
Euromedia	FdI	4.1	2018-10-17	Q1757843
Piepoli	FdI	3.5	2018-10-17	Q1757843
Noto	FdI	4	2018-10-16	Q1757843
Gpf	FdI	4.3	2018-10-15	Q1757843
SWG	FdI	4.1	2018-10-15	Q1757843
Tecnè	FdI	3.6	2018-10-14	Q1757843
Scenari Politici – Winpoll	FdI	3.8	2018-10-13	Q1757843
Demopolis	FdI	3.2	2018-10-12	Q1757843
Ixè	FdI	2.6	2018-10-12	Q1757843
Noto	FdI	3.5	2018-10-09	Q1757843
Tecnè	FdI	3.5	2018-10-08	Q1757843
SWG	FdI	3.5	2018-10-08	Q1757843
EMG	FdI	3.7	2018-10-07	Q1757843
Ipsos	FdI	2.4	2018-10-04	Q1757843
Demopolis	FdI	3.4	2018-10-02	Q1757843
Piepoli	FdI	3.5	2018-10-01	Q1757843
Euromedia	FdI	3.6	2018-10-01	Q1757843
Gpf	FdI	4.8	2018-10-01	Q1757843
SWG	FdI	4	2018-10-01	Q1757843
Ipsos	FdI	2.6	2018-09-28	Q1757843
Bidimedia	FdI	3.5	2018-09-28	Q1757843
Index	FdI	3.1	2018-09-26	Q1757843
Noto	FdI	4	2018-09-25	Q1757843
SWG	FdI	3.7	2018-09-24	Q1757843
Tecnè	FdI	3.3	2018-09-23	Q1757843
Gpf	FdI	4.7	2018-09-23	Q1757843
EMG	FdI	3.4	2018-09-23	Q1757843
Scenari Politici – Winpoll	FdI	3.8	2018-09-22	Q1757843
Ixè	FdI	2.4	2018-09-21	Q1757843
Ipsos	FdI	2.5	2018-09-20	Q1757843
Index	FdI	3.1	2018-09-19	Q1757843
Noto	FdI	4	2018-09-18	Q1757843
Piepoli	FdI	3.5	2018-09-17	Q1757843
Euromedia	FdI	3.3	2018-09-17	Q1757843
Gpf	FdI	4.2	2018-09-17	Q1757843
SWG	FdI	4.3	2018-09-17	Q1757843
Tecnè	FdI	3.4	2018-09-15	Q1757843
Demos	FdI	2.7	2018-09-13	Q1757843
Demopolis	FdI	3	2018-09-12	Q1757843
Noto	FdI	3	2018-09-11	Q1757843
Piepoli	FdI	3.5	2018-09-10	Q1757843
Euromedia	FdI	3.5	2018-09-10	Q1757843
SWG	FdI	3.9	2018-09-10	Q1757843
EMG	FdI	3.7	2018-09-09	Q1757843
Scenari Politici – Winpoll	FdI	4.1	2018-09-07	Q1757843
Gpf	FdI	4.4	2018-09-06	Q1757843
Noto	FdI	3	2018-09-06	Q1757843
Tecnè	FdI	3.5	2018-09-06	Q1757843
Ipsos	FdI	2.5	2018-09-06	Q1757843
Tecnè	FdI	3.7	2018-09-04	Q1757843
SWG	FdI	4.1	2018-09-03	Q1757843
Bidimedia	FdI	3.3	2018-09-02	Q1757843
Piepoli	FdI	3	2018-08-27	Q1757843
Lorien	FdI	4.6	2018-08-27	Q1757843
Piepoli	FdI	3	2018-08-08	Q1757843
SWG	FdI	3.7	2018-07-30	Q1757843
Demopolis	FdI	3.5	2018-07-25	Q1757843
Ixè	FdI	4.1	2018-07-23	Q1757843
SWG	FdI	4.1	2018-07-23	Q1757843
Ipsos	FdI	3	2018-07-18	Q1757843
Lorien	FdI	4.2	2018-07-17	Q1757843
SWG	FdI	3.9	2018-07-16	Q1757843
Bidimedia	FdI	4	2018-07-13	Q1757843
Termometro Politico	FdI	3.1	2018-07-13	Q1757843
Piepoli	FdI	3	2018-07-09	Q1757843
SWG	FdI	4.3	2018-07-09	Q1757843
EMG	FdI	4.4	2018-07-08	Q1757843
SWG	FdI	4.3	2018-07-02	Q1757843
Quorum	FdI	4	2018-07-02	Q1757843
Ipsos	FdI	2.3	2018-06-27	Q1757843
Piepoli	FdI	3	2018-06-25	Q1757843
SWG	FdI	3.8	2018-06-25	Q1757843
EMG	FdI	4.3	2018-06-24	Q1757843
Bidimedia	FdI	4	2018-06-24	Q1757843
Tecnè	FdI	3.3	2018-06-20	Q1757843
Lorien	FdI	4.5	2018-06-20	Q1757843
Demopolis	FdI	3.8	2018-06-20	Q1757843
Euromedia	FdI	4.2	2018-06-20	Q1757843
Noto	FdI	3.5	2018-06-19	Q1757843
Piepoli	FdI	3	2018-06-19	Q1757843
SWG	FdI	4.1	2018-06-18	Q1757843
Ixè	FdI	4.1	2018-06-16	Q1757843
Termometro Politico	FdI	2.8	2018-06-15	Q1757843
Ipsos	FdI	2.9	2018-06-13	Q1757843
Euromedia	FdI	4.3	2018-06-13	Q1757843
Tecnè	FdI	3.6	2018-06-12	Q1757843
Piepoli	FdI	3.5	2018-06-12	Q1757843
SWG	FdI	3.9	2018-06-11	Q1757843
Index	FdI	3.2	2018-06-06	Q1757843
Piepoli	FdI	3	2018-06-04	Q1757843
SWG	FdI	3.7	2018-06-04	Q1757843
EMG	FdI	5.2	2018-06-03	Q1757843
Ipsos	FdI	3.9	2018-05-31	Q1757843
Index	FdI	3.5	2018-05-31	Q1757843
Termometro Politico	FdI	3.1	2018-05-31	Q1757843
Demopolis	FdI	4	2018-05-30	Q1757843
Piepoli	FdI	3.5	2018-05-29	Q1757843
Euromedia	FdI	3.8	2018-05-29	Q1757843
Tecnè	FdI	3.5	2018-05-29	Q1757843
Noto	FdI	3.5	2018-05-28	Q1757843
Bidimedia	FdI	3.6	2018-05-28	Q1757843
SWG	FdI	3.8	2018-05-28	Q1757843
EMG	FdI	4.9	2018-05-24	Q1757843
Index	FdI	4.2	2018-05-23	Q1757843
Demopolis	FdI	4	2018-05-23	Q1757843
Noto	FdI	4	2018-05-22	Q1757843
SWG	FdI	4.7	2018-05-20	Q1757843
Demos	FdI	3.7	2018-05-18	Q1757843
Tecnè	FdI	3.8	2018-05-18	Q1757843
Piepoli	FdI	4	2018-05-17	Q1757843
Ipsos	FdI	3.4	2018-05-17	Q1757843
EMG	FdI	4.8	2018-05-17	Q1757843
Index	FdI	4.2	2018-05-16	Q1757843
Euromedia	FdI	4.2	2018-05-16	Q1757843
Noto	FdI	4	2018-05-15	Q1757843
SWG	FdI	3.8	2018-05-13	Q1757843
Ixè	FdI	4.1	2018-05-11	Q1757843
Piepoli	FdI	3.5	2018-05-10	Q1757843
Demopolis	FdI	4	2018-05-10	Q1757843
Euromedia	FdI	3.9	2018-05-10	Q1757843
EMG	FdI	4.8	2018-05-10	Q1757843
Tecnè	FdI	4	2018-05-08	Q1757843
Piepoli	FdI	4	2018-05-07	Q1757843
Tecnè	FdI	4	2018-05-06	Q1757843
SWG	FdI	4.4	2018-05-06	Q1757843
Noto	FdI	4	2018-05-04	Q1757843
EMG	FdI	4.6	2018-05-03	Q1757843
Ipsos	FdI	3.6	2018-05-03	Q1757843
Piepoli	FdI	4	2018-05-02	Q1757843
Index	FdI	3.9	2018-05-02	Q1757843
Tecnè	FdI	4.4	2018-04-30	Q1757843
Piepoli	FdI	4	2018-04-30	Q1757843
Euromedia	FdI	4.1	2018-04-30	Q1757843
Bidimedia	FdI	4.6	2018-04-30	Q1757843
Demos	FdI	3.8	2018-04-27	Q1757843
EMG	FdI	4.4	2018-04-26	Q1757843
SWG	FdI	3.9	2018-04-25	Q1757843
Piepoli	FdI	3.5	2018-04-23	Q1757843
Tecnè	FdI	4	2018-04-20	Q1757843
Ipsos	FdI	4.3	2018-04-19	Q1757843
Index	FdI	3.8	2018-04-18	Q1757843
SWG	FdI	4.4	2018-04-18	Q1757843
Noto	FdI	4.5	2018-04-17	Q1757843
Piepoli	FdI	3.5	2018-04-16	Q1757843
Euromedia	FdI	4	2018-04-13	Q1757843
Index	FdI	3.7	2018-04-11	Q1757843
Ixè	FdI	4.6	2018-04-11	Q1757843
SWG	FdI	4.1	2018-04-11	Q1757843
Euromedia	FdI	4.1	2018-04-09	Q1757843
Piepoli	FdI	3.5	2018-04-09	Q1757843
Index	FdI	3.6	2018-04-05	Q1757843
SWG	FdI	3.8	2018-04-04	Q1757843
Tecnè	FdI	3.9	2018-04-03	Q1757843
Demopolis	FdI	4.5	2018-04-03	Q1757843
Euromedia	FdI	4.5	2018-03-28	Q1757843
Piepoli	FdI	4	2018-03-28	Q1757843
Index	FdI	3.4	2018-03-28	Q1757843
Ipsos	FdI	4.2	2018-03-28	Q1757843
SWG	FdI	4.2	2018-03-28	Q1757843
Bidimedia	FdI	4.4	2018-03-25	Q1757843
Index	FdI	3.3	2018-03-21	Q1757843
SWG	FdI	3.9	2018-03-21	Q1757843
Tecnè	FdI	4.2	2018-03-20	Q1757843
Piepoli	FdI	4	2018-03-19	Q1757843
Euromedia	FdI	4.2	2018-03-19	Q1757843
Demos	FdI	4.8	2018-03-15	Q1757843
SWG	FdI	3.1	2018-03-14	Q1757843
Piepoli	FdI	4	2018-03-12	Q1757843
Termometro Politico	FdI	5	2018-02-16	Q1757843
Demopolis	FdI	5	2018-02-15	Q1757843
Euromedia	FdI	4.8	2018-02-14	Q1757843
Piepoli	FdI	5	2018-02-14	Q1757843
Demos	FdI	4.8	2018-02-14	Q1757843
Ixè	FdI	4.7	2018-02-14	Q1757843
Index	FdI	4.9	2018-02-14	Q1757843
SWG	FdI	4.4	2018-02-14	Q1757843
Demetra	FdI	4.4	2018-02-14	Q1757843
IPR	FdI	4.5	2018-02-13	Q1757843
Piepoli	FdI	5	2018-02-13	Q1757843
Tecnè	FdI	5	2018-02-13	Q1757843
Euromedia	FdI	4.8	2018-02-12	Q1757843
Bidimedia	FdI	3.9	2018-02-12	Q1757843
EMG	FdI	4.6	2018-02-11	Q1757843
Lorien	FdI	4.6	2018-02-11	Q1757843
SWG	FdI	4.8	2018-02-08	Q1757843
Index	FdI	5	2018-02-08	Q1757843
Demopolis	FdI	4.7	2018-02-08	Q1757843
Termometro Politico	FdI	5.5	2018-02-08	Q1757843
Tecnè	FdI	4.9	2018-02-07	Q1757843
Ixè	FdI	4.8	2018-02-07	Q1757843
Piepoli	FdI	5	2018-02-05	Q1757843
EMG	FdI	4.6	2018-02-04	Q1757843
Bidimedia	FdI	4.2	2018-02-02	Q1757843
Termometro Politico	FdI	5.3	2018-02-02	Q1757843
Euromedia	FdI	4.5	2018-02-01	Q1757843
Index	FdI	5	2018-02-01	Q1757843
Piepoli	FdI	4.5	2018-02-01	Q1757843
EMG	FdI	4.8	2018-02-01	Q1757843
Ixè	FdI	4.3	2018-02-01	Q1757843
SWG	FdI	5.1	2018-01-31	Q1757843
Tecnè	FdI	5.1	2018-01-29	Q1757843
Demopolis	FdI	4.5	2018-01-29	Q1757843
EMG	FdI	5	2018-01-28	Q1757843
Euromedia	FdI	4.5	2018-01-25	Q1757843
Index	FdI	5.2	2018-01-25	Q1757843
Piepoli	FdI	4.5	2018-01-25	Q1757843
Ixè	FdI	4.4	2018-01-25	Q1757843
Ipsos	FdI	4.6	2018-01-24	Q1757843
SWG	FdI	5.5	2018-01-24	Q1757843
Tecnè	FdI	5.3	2018-01-23	Q1757843
Lorien	FdI	4	2018-01-22	Q1757843
IPR	FdI	6	2018-01-22	Q1757843
Tecnè	FdI	5.4	2018-01-22	Q1757843
EMG	FdI	5.1	2018-01-21	Q1757843
Ixè	FdI	4.5	2018-01-19	Q1757843
Index	FdI	5.3	2018-01-17	Q1757843
SWG	FdI	5.7	2018-01-17	Q1757843
Piepoli	FdI	5	2018-01-15	Q1757843
Euromedia	FdI	4.4	2018-01-15	Q1757843
EMG	FdI	5.5	2018-01-14	Q1757843
Demopolis	FdI	5	2018-01-11	Q1757843
Ipsos	FdI	4.7	2018-01-11	Q1757843
EMG	FdI	5.5	2018-01-11	Q1757843
Ixè	FdI	4.9	2018-01-10	Q1757843
Index	FdI	5.4	2018-01-10	Q1757843
SWG	FdI	5.7	2018-01-10	Q1757843
IPR	FdI	6.3	2018-01-09	Q1757843
Bidimedia	FdI	4.5	2018-01-09	Q1757843
Tecnè	FdI	5.3	2018-01-08	Q1757843
Demopolis	FdI	5	2018-01-08	Q1757843
EMG	FdI	5.5	2018-01-07	Q1757843
Gpf	LeU	2.6	2018-12-30	Q44929224
Ipsos	LeU	2.8	2018-12-21	Q44929224
Ixè	LeU	3.2	2018-12-21	Q44929224
Bidimedia	LeU	2.2	2018-12-21	Q44929224
Lorien	LeU	2.4	2018-12-20	Q44929224
Cise	LeU	3.1	2018-12-19	Q44929224
SWG	LeU	2.3	2018-12-17	Q44929224
Demos & Pi	LeU	3	2018-12-14	Q44929224
Index	LeU	1.8	2018-12-12	Q44929224
Gpf	LeU	3.1	2018-12-12	Q44929224
Piepoli	LeU	2.5	2018-12-10	Q44929224
Euromedia	LeU	2.3	2018-12-10	Q44929224
SWG	LeU	2.3	2018-12-10	Q44929224
Index	LeU	1.7	2018-12-06	Q44929224
SWG	LeU	2.4	2018-12-03	Q44929224
Index	LeU	1.8	2018-11-28	Q44929224
Noto	LeU	2	2018-11-27	Q44929224
SWG	LeU	2.3	2018-11-26	Q44929224
Scenari Politici – Winpoll	LeU	2	2018-11-24	Q44929224
Lorien	LeU	2.5	2018-11-23	Q44929224
Ipsos	LeU	1.5	2018-11-22	Q44929224
Bidimedia	LeU	2.3	2018-11-22	Q44929224
Index	LeU	2	2018-11-21	Q44929224
EMG	LeU	3.4	2018-11-20	Q44929224
Noto	LeU	2	2018-11-20	Q44929224
SWG	LeU	2.5	2018-11-19	Q44929224
Index	LeU	2.7	2018-11-14	Q44929224
EMG	LeU	3.1	2018-11-13	Q44929224
Index	LeU	2.7	2018-11-14	Q44929224
Noto	LeU	3	2018-11-13	Q44929224
Piepoli	LeU	2.5	2018-11-12	Q44929224
Euromedia	LeU	2.9	2018-11-12	Q44929224
Tecnè	LeU	2.4	2018-11-12	Q44929224
Scenari Politici – Winpoll	LeU	2.4	2018-11-12	Q44929224
SWG	LeU	2.3	2018-11-12	Q44929224
Ixè	LeU	2.5	2018-11-09	Q44929224
Index	LeU	2.9	2018-11-08	Q44929224
Noto	LeU	3.5	2018-11-06	Q44929224
SWG	LeU	2.6	2018-11-05	Q44929224
Tecnè	LeU	2.5	2018-11-02	Q44929224
Index	LeU	2.8	2018-10-31	Q44929224
Ipsos	LeU	2.1	2018-10-31	Q44929224
Demos	LeU	3.1	2018-10-31	Q44929224
Gpf	LeU	2.4	2018-10-29	Q44929224
SWG	LeU	2.8	2018-10-29	Q44929224
Scenari Politici – Winpoll	LeU	2.5	2018-10-27	Q44929224
Ixè	LeU	2.2	2018-10-26	Q44929224
Bidimedia	LeU	2.9	2018-10-26	Q44929224
Index	LeU	2.8	2018-10-25	Q44929224
Noto	LeU	3.3	2018-10-23	Q44929224
SWG	LeU	2.7	2018-10-22	Q44929224
Tecnè	LeU	2.6	2018-10-21	Q44929224
EMG	LeU	3.2	2018-10-21	Q44929224
Euromedia	LeU	2.7	2018-10-17	Q44929224
Piepoli	LeU	2.5	2018-10-17	Q44929224
Noto	LeU	3	2018-10-16	Q44929224
Gpf	LeU	2.6	2018-10-15	Q44929224
SWG	LeU	2.9	2018-10-15	Q44929224
Tecnè	LeU	2.1	2018-10-14	Q44929224
Scenari Politici – Winpoll	LeU	2.3	2018-10-13	Q44929224
Demopolis	LeU	2.1	2018-10-12	Q44929224
Ixè	LeU	2.5	2018-10-12	Q44929224
Noto	LeU	3	2018-10-09	Q44929224
Tecnè	LeU	2.4	2018-10-08	Q44929224
SWG	LeU	2.3	2018-10-08	Q44929224
EMG	LeU	2.9	2018-10-07	Q44929224
Ipsos	LeU	2.4	2018-10-04	Q44929224
Demopolis	LeU	2.3	2018-10-02	Q44929224
Piepoli	LeU	2.5	2018-10-01	Q44929224
Euromedia	LeU	2.5	2018-10-01	Q44929224
Gpf	LeU	2.5	2018-10-01	Q44929224
SWG	LeU	2.4	2018-10-01	Q44929224
Ipsos	LeU	2.9	2018-09-28	Q44929224
Bidimedia	LeU	2.5	2018-09-28	Q44929224
Index	LeU	2.7	2018-09-26	Q44929224
Noto	LeU	3	2018-09-25	Q44929224
SWG	LeU	2.4	2018-09-24	Q44929224
Tecnè	LeU	2.1	2018-09-23	Q44929224
Gpf	LeU	2.7	2018-09-23	Q44929224
EMG	LeU	3.2	2018-09-23	Q44929224
Scenari Politici – Winpoll	LeU	2.1	2018-09-22	Q44929224
Ixè	LeU	2.5	2018-09-21	Q44929224
Ipsos	LeU	2.9	2018-09-20	Q44929224
Index	LeU	2.8	2018-09-19	Q44929224
Noto	LeU	3.5	2018-09-18	Q44929224
Piepoli	LeU	2.5	2018-09-17	Q44929224
Euromedia	LeU	2.6	2018-09-17	Q44929224
Gpf	LeU	2.6	2018-09-17	Q44929224
SWG	LeU	2.5	2018-09-17	Q44929224
Tecnè	LeU	2.3	2018-09-15	Q44929224
Demos	LeU	2.9	2018-09-13	Q44929224
Demopolis	LeU	2.3	2018-09-12	Q44929224
Noto	LeU	2.5	2018-09-11	Q44929224
Piepoli	LeU	2	2018-09-10	Q44929224
Euromedia	LeU	2.8	2018-09-10	Q44929224
